mijoz_id,to'liq_ism,jinsi,tug'ilgan_sana,yoshi,Yosh_guruxi,viloyat,shahar_tuman,telefon,email,ro'yxatdan_o'tgan_sana,mijoz_staji_oy,Mijoz_staji_guruxi,bank,filial,mijoz_segmenti,ta'lim,kasb_sohasi,oilaviy_holat,o'rtacha_oylik_daromad_uzs,Daromad_guruxi,kredit_reytingi,Kredit_reytingi_guruxi,hisob_qoldig'i_uzs,kredit_mavjud,kredit_summasi_uzs,kredit_turi,yillik_foiz_stavkasi,kredit_muddati_oy,Kredit_yuklamasi_foiz,depozit_mavjud,depozit_summasi_uzs,mahsulotlar_soni,asosiy_mahsulot,karta_turi,oxirgi_oy_tranzaksiyalar_soni,oxirgi_oy_tranzaksiya_hajmi_uzs,Faollik_darajasi,mobil_ilova_foydalanadi,internet_banking,oxirgi_kirish_kunlari,Raqamli_mijoz,xavf_reytingi,kyc_status,muddati_o'tgan_qarz,muddati_o'tgan_kunlar,jalb_qilish_kanali,faol_mijoz,risk_segmenti,viloyat_kredit_orni,churn_xavfi,ketib_qolish_xavfi,mijoz_qiymat_indeksi,mijoz_toifasi
UZB101931,Sultonova Kamola,Ayol,2001-03-10,25,25-34,Toshkent shahri,Uchtepa,998956000000.0,kamola.sulton26@umail.uz,2020-10-03,71,Uzoq muddatli (3+ yil),Xalq banki,Filial-072,Retail,Oliy,Davlat xizmati,Ajrashgan,1500000,Past (< 3 mln),699,Yaxshi (650-749),430728,Ha,42851683,Ipoteка,23.8,6.0,476.1,Yo‘q,0,2,Muddatli depozit,Visa Gold,12,4291422,Faol,Ha,Yo‘q,36.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha,Yuqori risk,73,Faol / Sodiq,Faol / Sodiq,257364.84,Oddiy (Tier 3)
UZB101358,Ibragimova Shahnoza,Ayol,1990-01-26,36,35-44,Toshkent shahri,Sergeli,998950000000.0,shahnoza.ibragi50@yandex.ru,2021-03-23,66,Uzoq muddatli (3+ yil),Kapitalbank,Filial-004,Retail,O‘rta maxsus,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,2655921,Past (< 3 mln),620,O‘rta (500-649),3033682,Ha,42616600,Kredit kartasi,18.4,12.0,133.7,Yo‘q,0,4,Muddatli depozit,Uzcard,10,6615494,Faol,Ha,Yo‘q,5.0,Raqamli,Past,Kutilmoqda,Yo‘q,0,Filial,Ha,Yuqori risk,74,Faol / Sodiq,Faol / Sodiq,549586.0800000001,Oddiy (Tier 3)
UZB102901,Rasulova Hilola,Ayol,1986-06-17,40,35-44,Toshkent shahri,Olmazor,998948000000.0,hilola.rasulo10@inbox.uz,2026-03-06,5,Yangi (<1 yil),Anorbank,Filial-006,Retail,Magistr,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,5254803,O‘rta (3-7 mln),678,Yaxshi (650-749),4999455,Ha,42332702,Iste’mol krediti,29.9,36.0,22.4,Yo‘q,0,2,Biznes krediti,Uzcard,8,732399,Faol,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),75,Faol / Sodiq,Faol / Sodiq,790101.03,Oltin (Tier 2)
UZB102958,Ergasheva Madina,Ayol,1985-12-19,40,35-44,Toshkent shahri,Sergeli,998933000000.0,madina.ergash27@gmail.com,2023-06-29,38,Uzoq muddatli (3+ yil),Anorbank,Filial-056,SME,PhD,Ta’lim,Bo‘ydoq,6634356,O‘rta (3-7 mln),551,O‘rta (500-649),468597,Ha,42108543,Biznes krediti,24.6,36.0,17.6,Yo‘q,0,1,Ipoteка,Mastercard Gold,8,3357686,Faol,Ha,Ha,20.0,Raqamli,O‘rta,Qisman,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),76,Faol / Sodiq,Faol / Sodiq,754019.17,Oltin (Tier 2)
UZB103571,Aliyeva Aziza,Ayol,2001-05-27,25,25-34,Toshkent shahri,Chilonzor,998917000000.0,aziza.aliyev17@umail.uz,2023-05-04,40,Uzoq muddatli (3+ yil),Qishloq qurilish bank,Filial-046,Retail,Bakalavr,Energetika,Bo‘ydoq,9199286,Yuqori (7-15 mln),686,Yaxshi (650-749),6463057,Ha,42040582,Ipoteка,26.1,24.0,19.0,Yo‘q,0,3,Biznes krediti,Visa Classic,19,12165996,Faol,Ha,Ha,8.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),77,Faol / Sodiq,Faol / Sodiq,1486401.37,Platina (Tier 1)
UZB101441,Aliyev Rustam,Erkak,1971-11-14,54,45-54,Toshkent shahri,Olmazor,998884000000.0,rustam.aliyev56@inbox.uz,2025-10-25,10,Yangi (<1 yil),Asaka bank,Filial-071,Retail,Oliy,Turizm,Uylangan/Turmushga chiqqan,6326099,O‘rta (3-7 mln),741,Yaxshi (650-749),726790,Ha,41712075,Mikroqarz,23.2,36.0,18.3,Yo‘q,0,2,Omonat,Visa Classic,10,3725480,Faol,Ha,Yo‘q,6.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),78,Faol / Sodiq,Faol / Sodiq,743459.0,Oltin (Tier 2)
UZB100901,Mamatova Jamila,Ayol,1982-09-14,43,35-44,Toshkent shahri,Yunusobod,998996000000.0,jamila.mamato61@mail.ru,2021-12-15,57,Uzoq muddatli (3+ yil),Davr bank,Filial-079,VIP,Oliy,Transport,Uylangan/Turmushga chiqqan,8940462,Yuqori (7-15 mln),731,Yaxshi (650-749),518202,Ha,41438847,Iste’mol krediti,21.9,24.0,19.3,Ha,25364022,3,Overdraft,Uzcard,5,1339277,O‘rtacha,Ha,Ha,2.0,Raqamli,Yuqori,Kutilmoqda,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),79,Faol / Sodiq,Faol / Sodiq,946741.8400000001,Oltin (Tier 2)
UZB101846,Boboyev Eldor,Erkak,1988-01-04,38,35-44,Toshkent shahri,Uchtepa,998943000000.0,eldor.boboye27@gmail.com,2024-12-02,21,O‘rta (1-3 yil),Anorbank,Filial-068,Retail,Magistr,Davlat xizmati,Uylangan/Turmushga chiqqan,6328724,O‘rta (3-7 mln),785,A’lo (750+),4883405,Ha,40792935,Overdraft,25.4,36.0,17.9,Yo‘q,0,3,Biznes krediti,UnionPay,9,1092971,Faol,Ha,Ha,20.0,Raqamli,Past,Kutilmoqda,Ha,8,Partner,Ha,Past risk (Xavfsiz),80,Faol / Sodiq,Faol / Sodiq,898902.0700000001,Oltin (Tier 2)
UZB103940,Abdullayev Davron,Erkak,1994-06-07,32,25-34,Toshkent shahri,Yakkasaroy,998974000000.0,davron.abdull81@yandex.ru,2019-04-16,89,Uzoq muddatli (3+ yil),Davr bank,Filial-015,Retail,Magistr,Savdo,Uylangan/Turmushga chiqqan,3999747,O‘rta (3-7 mln),716,Yaxshi (650-749),4781323,Ha,40556498,Iste’mol krediti,21.4,12.0,84.5,Yo‘q,0,2,Biznes krediti,UnionPay,7,10059807,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,Yuqori,Tasdiqlangan,Ha,42,Mobil ilova,Ha,Yuqori risk,81,Faol / Sodiq,Faol / Sodiq,840236.9900000001,Oltin (Tier 2)
UZB103377,Saidova Gulchehra,Ayol,1985-08-31,40,35-44,Toshkent shahri,Olmazor,998993000000.0,gulchehra.saidov94@umail.uz,2026-05-31,2,Yangi (<1 yil),InFinBank,Filial-004,Retail,Magistr,Transport,Uylangan/Turmushga chiqqan,4907144,O‘rta (3-7 mln),623,O‘rta (500-649),7132809,Ha,40206672,Avtokredit,26.3,36.0,22.8,Yo‘q,0,2,Overdraft,Mastercard Gold,18,4767367,Faol,Ha,Yo‘q,2.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),82,Faol / Sodiq,Faol / Sodiq,942702.1900000001,Oltin (Tier 2)
UZB100127,Yusupova Oydin,Ayol,1984-08-25,42,35-44,Toshkent shahri,Yakkasaroy,998335000000.0,oydin.yusupo22@umail.uz,2026-08-14,0,Yangi (<1 yil),Asaka bank,Filial-018,Retail,Oliy,Energetika,Beva,14046662,Yuqori (7-15 mln),726,Yaxshi (650-749),3775684,Ha,39383251,Ipoteка,31.1,6.0,46.7,Yo‘q,0,2,Biznes krediti,UnionPay,9,2071466,Faol,Ha,Ha,2.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha,O'rtacha risk,83,Faol / Sodiq,Faol / Sodiq,1634879.7200000002,Platina (Tier 1)
UZB102192,Qodirov Karim,Erkak,1998-10-31,27,25-34,Toshkent shahri,Olmazor,998332000000.0,karim.qodiro29@gmail.com,2020-12-19,69,Uzoq muddatli (3+ yil),Anorbank,Filial-044,VIP,Oliy,Qurilish,Bo‘ydoq,10736927,Yuqori (7-15 mln),684,Yaxshi (650-749),1048384,Ha,39119957,Kredit kartasi,25.4,18.0,20.2,Yo‘q,0,3,Plastik karta,Mastercard Gold,5,2861447,O‘rtacha,Ha,Yo‘q,9.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),84,Faol / Sodiq,Faol / Sodiq,1183340.8399999999,Platina (Tier 1)
UZB101117,Hasanova Kamola,Ayol,1968-12-22,57,55+,Toshkent shahri,Chilonzor,998957000000.0,kamola.hasano76@yandex.ru,2021-09-24,59,Uzoq muddatli (3+ yil),Tenge Bank,Filial-029,Retail,O‘rta maxsus,O‘zini o‘zi band qilgan,Ajrashgan,4925022,O‘rta (3-7 mln),843,A’lo (750+),1522693,Ha,38472783,Overdraft,20.1,60.0,13.0,Yo‘q,0,1,Plastik karta,Mastercard Standard,11,5949783,Faol,Ha,Ha,4.0,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),85,Faol / Sodiq,Faol / Sodiq,687632.51,Oltin (Tier 2)
UZB100465,Valiyev Nodir,Erkak,1985-12-11,40,35-44,Toshkent shahri,Chilonzor,998975000000.0,nodir.valiye58@inbox.uz,2024-08-18,24,O‘rta (1-3 yil),Ipoteka-bank,Filial-020,Retail,Bakalavr,Bank/Moliya,Beva,4809517,O‘rta (3-7 mln),541,O‘rta (500-649),2162085,Ha,38432480,Ipoteка,28.3,36.0,22.2,Ha,1135208,1,Plastik karta,Mastercard Standard,7,2014515,O‘rtacha,Ha,Yo‘q,2.0,Raqamli,Juda yuqori,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),86,Faol / Sodiq,Faol / Sodiq,629346.25,Oltin (Tier 2)
UZB100608,Aliyev Yusuf,Erkak,1989-06-19,37,35-44,Toshkent shahri,Mirzo Ulug‘bek,998920000000.0,yusuf.aliyev95@yandex.ru,2020-07-16,74,Uzoq muddatli (3+ yil),Tenge Bank,Filial-002,Retail,Magistr,Savdo,Ajrashgan,3466580,O‘rta (3-7 mln),767,A’lo (750+),777490,Ha,38329959,Kredit kartasi,24.7,12.0,92.1,Yo‘q,0,1,Omonat,UnionPay,8,2288423,Faol,Ha,Ha,47.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha,Yuqori risk,87,Faol / Sodiq,Faol / Sodiq,431300.96,Oddiy (Tier 3)
UZB100135,Usmonov Jasur,Erkak,1983-06-20,43,35-44,Toshkent shahri,Chilonzor,998932000000.0,jasur.usmono80@gmail.com,2021-01-16,68,Uzoq muddatli (3+ yil),Xalq banki,Filial-077,Mass,Magistr,Turizm,Uylangan/Turmushga chiqqan,10113634,Yuqori (7-15 mln),701,Yaxshi (650-749),2564671,Ha,38296696,Overdraft,19.4,12.0,31.6,Ha,1954677,1,Avtokredit,Mastercard Standard,8,2653966,Faol,Yo‘q,Ha,21.0,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Agent,Ha,O'rtacha risk,88,Faol / Sodiq,Faol / Sodiq,1192676.27,Platina (Tier 1)
UZB100651,Mamatov Davron,Erkak,1979-06-24,47,45-54,Toshkent shahri,Chilonzor,998953000000.0,davron.mamato83@gmail.com,2024-07-23,25,O‘rta (1-3 yil),Universal bank,Filial-015,Corporate,Oliy,Bank/Moliya,Uylangan/Turmushga chiqqan,5046812,O‘rta (3-7 mln),724,Yaxshi (650-749),1225119,Ha,37454579,Biznes krediti,30.2,18.0,41.2,Ha,11081828,5,Avtokredit,Humo,8,2536346,Faol,Ha,Ha,20.0,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Mobil ilova,Ha,O'rtacha risk,89,Faol / Sodiq,Faol / Sodiq,616664.0700000001,Oddiy (Tier 3)
UZB101716,Boboyeva Sevara,Ayol,1989-04-25,37,35-44,Toshkent shahri,Uchtepa,998888000000.0,sevara.boboye66@yandex.ru,2020-01-06,80,Uzoq muddatli (3+ yil),Aloqabank,Filial-039,SME,O‘rta maxsus,Bank/Moliya,Uylangan/Turmushga chiqqan,3525005,O‘rta (3-7 mln),450,Yomon (<500),589496,Ha,37404475,Ipoteка,26.7,36.0,29.5,Yo‘q,0,5,Avtokredit,Humo,9,4631065,Faol,Ha,Yo‘q,16.0,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),90,Faol / Sodiq,Faol / Sodiq,474596.6,Oddiy (Tier 3)
UZB100399,Sultonov Aziz,Erkak,1977-02-27,49,45-54,Toshkent shahri,Yakkasaroy,998997000000.0,aziz.sulton28@yandex.ru,2025-03-19,17,O‘rta (1-3 yil),Turonbank,Filial-029,Mass,O‘rta,Ishlab chiqarish,Ajrashgan,13303409,Yuqori (7-15 mln),850,A’lo (750+),469925,Ha,37096297,Kredit kartasi,19.4,18.0,15.5,Yo‘q,0,4,Ipoteка,Visa Gold,5,2306414,O‘rtacha,Ha,Ha,19.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),91,Faol / Sodiq,Faol / Sodiq,1399965.4300000002,Platina (Tier 1)
UZB103159,Mamatova Rayhon,Ayol,1991-04-11,35,35-44,Toshkent shahri,Mirzo Ulug‘bek,998953000000.0,rayhon.mamato60@inbox.uz,2022-10-30,46,Uzoq muddatli (3+ yil),Tenge Bank,Filial-067,Corporate,Oliy,Davlat xizmati,Ajrashgan,2588689,Past (< 3 mln),685,Yaxshi (650-749),2519819,Ha,36596645,Mikroqarz,20.1,18.0,78.5,Yo‘q,0,1,Plastik karta,UnionPay,1,89204,Past faol,Ha,Ha,6.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Yuqori risk,92,Faol / Sodiq,Faol / Sodiq,386643.93000000005,Oddiy (Tier 3)
UZB100621,Olimova Gulnora,Ayol,1996-12-17,29,25-34,Toshkent shahri,Uchtepa,998912000000.0,gulnora.olimov83@mail.ru,2022-04-07,53,Uzoq muddatli (3+ yil),Turonbank,Filial-071,Retail,O‘rta maxsus,IT/Texnologiya,Uylangan/Turmushga chiqqan,5200007,O‘rta (3-7 mln),477,Yomon (<500),3160078,Ha,36542954,Kredit kartasi,19.4,60.0,11.7,Yo‘q,0,3,Biznes krediti,Mastercard Standard,6,663116,O‘rtacha,Ha,Ha,14.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha,Past risk (Xavfsiz),93,Faol / Sodiq,Faol / Sodiq,691266.92,Oltin (Tier 2)
UZB102161,Ergasheva Fotima,Ayol,1982-10-12,43,35-44,Toshkent shahri,Mirzo Ulug‘bek,998333000000.0,fotima.ergash61@umail.uz,2025-05-11,15,O‘rta (1-3 yil),Xalq banki,Filial-011,Retail,O‘rta,Bank/Moliya,Uylangan/Turmushga chiqqan,12969676,Yuqori (7-15 mln),639,O‘rta (500-649),1245768,Ha,36441347,Kredit kartasi,26.0,6.0,46.8,Yo‘q,0,1,Plastik karta,UnionPay,5,2804957,O‘rtacha,Ha,Yo‘q,10.0,Raqamli,Yuqori,Rad etilgan,Yo‘q,0,Mobil ilova,Ha,O'rtacha risk,94,Faol / Sodiq,Faol / Sodiq,1415355.14,Platina (Tier 1)
UZB101273,Umarov Laziz,Erkak,1999-05-04,27,25-34,Toshkent shahri,Olmazor,998938000000.0,laziz.umarov50@mail.ru,2019-09-15,84,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-059,Retail,O‘rta,Turizm,Uylangan/Turmushga chiqqan,1746075,Past (< 3 mln),586,O‘rta (500-649),7629731,Ha,35689407,Iste’mol krediti,27.7,12.0,170.3,Yo‘q,0,5,Mikroqarz,Mastercard Standard,13,3484001,Faol,Yo‘q,Ha,2.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha,Yuqori risk,95,Faol / Sodiq,Faol / Sodiq,625774.0700000001,Oltin (Tier 2)
UZB100625,Xolmatov Otabek,Erkak,1987-02-27,39,35-44,Toshkent shahri,Chilonzor,998936000000.0,otabek.xolmat60@mail.ru,2022-05-09,52,Uzoq muddatli (3+ yil),Hamkorbank,Filial-003,Mass,PhD,Sog‘liqni saqlash,Uylangan/Turmushga chiqqan,13979815,Yuqori (7-15 mln),625,O‘rta (500-649),4495079,Ha,35638481,Biznes krediti,23.8,6.0,42.5,Yo‘q,0,3,Omonat,Visa Classic,12,3315777,Faol,Yo‘q,Ha,12.0,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Partner,Ha,O'rtacha risk,96,Faol / Sodiq,Faol / Sodiq,1689050.99,Platina (Tier 1)
UZB103718,Xolmatova Shahnoza,Ayol,1984-03-27,42,35-44,Toshkent shahri,Chilonzor,998979000000.0,shahnoza.xolmat53@mail.ru,2024-10-09,22,O‘rta (1-3 yil),Trastbank,Filial-052,Retail,Oliy,Savdo,Uylangan/Turmushga chiqqan,5532618,O‘rta (3-7 mln),686,Yaxshi (650-749),763674,Ha,35319971,Kredit kartasi,25.1,48.0,13.3,Yo‘q,0,2,Muddatli depozit,Mastercard Gold,11,3683110,Faol,Ha,Ha,5.0,Raqamli,Past,Kutilmoqda,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),97,Faol / Sodiq,Faol / Sodiq,665107.7,Oltin (Tier 2)
UZB100132,Latipov Otabek,Erkak,1982-06-26,44,35-44,Toshkent shahri,Olmazor,998972000000.0,otabek.latipo57@umail.uz,2024-04-11,28,O‘rta (1-3 yil),Asaka bank,Filial-044,Retail,Oliy,IT/Texnologiya,Bo‘ydoq,6111649,O‘rta (3-7 mln),651,Yaxshi (650-749),3566247,Ha,35013677,Biznes krediti,25.9,36.0,15.9,Ha,13533380,2,Omonat,Mastercard Gold,10,1748593,Faol,Yo‘q,Ha,16.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Call-center,Ha,Past risk (Xavfsiz),98,Faol / Sodiq,Faol / Sodiq,824449.11,Oltin (Tier 2)
UZB103158,Sultonova Shahnoza,Ayol,1994-01-31,32,25-34,Toshkent shahri,Chilonzor,998908000000.0,shahnoza.sulton76@inbox.uz,2023-03-07,42,Uzoq muddatli (3+ yil),Agrobank,Filial-009,Retail,O‘rta,Energetika,Uylangan/Turmushga chiqqan,1605814,Past (< 3 mln),791,A’lo (750+),6671339,Ha,34741222,Ipoteка,19.5,18.0,120.2,Ha,2748621,1,Avtokredit,Visa Classic,19,10855765,Faol,Yo‘q,Ha,11.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Agent,Ha,Yuqori risk,99,Faol / Sodiq,Faol / Sodiq,711263.65,Oltin (Tier 2)
UZB102138,Juraev Lutfulla,Erkak,2002-04-13,24,18-24,Toshkent shahri,Shayxontohur,998335000000.0,lutfulla.juraev48@umail.uz,2019-10-23,83,Uzoq muddatli (3+ yil),Milliy bank,Filial-060,Retail,Bakalavr,Ta’lim,Bo‘ydoq,3261692,O‘rta (3-7 mln),734,Yaxshi (650-749),3096881,Ha,34664640,Overdraft,24.5,48.0,22.1,Yo‘q,0,1,Omonat,Uzcard,5,1093831,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),100,Faol / Sodiq,Faol / Sodiq,502889.87,Oddiy (Tier 3)
UZB100031,Mamatov Jasur,Erkak,1985-03-17,41,35-44,Toshkent shahri,Yunusobod,998959000000.0,jasur.mamato19@mail.ru,2024-02-16,30,O‘rta (1-3 yil),Trastbank,Filial-076,SME,Bakalavr,Qurilish,Uylangan/Turmushga chiqqan,5409518,O‘rta (3-7 mln),624,O‘rta (500-649),1155358,Ha,34641569,Ipoteка,20.3,18.0,35.6,Yo‘q,0,2,Avtokredit,Visa Classic,7,2280207,O‘rtacha,Yo‘q,Ha,17.0,Raqamli,Yuqori,Tasdiqlangan,Ha,18,Veb-sayt,Ha,O'rtacha risk,101,Faol / Sodiq,Faol / Sodiq,644323.8400000001,Oltin (Tier 2)
UZB101851,Sultonov Bahrom,Erkak,1985-11-14,40,35-44,Toshkent shahri,Uchtepa,998337000000.0,bahrom.sulton71@yandex.ru,2020-05-10,76,Uzoq muddatli (3+ yil),Universal bank,Filial-029,SME,O‘rta,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,7381448,Yuqori (7-15 mln),669,Yaxshi (650-749),1397855,Ha,34619292,Overdraft,23.5,48.0,9.8,Ha,3246729,3,Iste’mol krediti,Uzcard,11,5576749,Faol,Ha,Ha,2.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),102,Faol / Sodiq,Faol / Sodiq,919572.53,Oltin (Tier 2)
UZB101582,Rasulov Temur,Erkak,1980-10-23,45,45-54,Toshkent shahri,Sergeli,998887000000.0,temur.rasulo60@inbox.uz,2021-02-20,67,Uzoq muddatli (3+ yil),Turonbank,Filial-022,Corporate,O‘rta,Energetika,Uylangan/Turmushga chiqqan,4937051,O‘rta (3-7 mln),715,Yaxshi (650-749),3928648,Ha,34591424,Kredit kartasi,21.0,48.0,14.6,Ha,4128948,3,Mikroqarz,Uzcard,7,224023,O‘rtacha,Ha,Ha,17.0,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),103,Faol / Sodiq,Faol / Sodiq,694617.96,Oltin (Tier 2)
UZB103085,Zokirova Dildora,Ayol,1990-12-05,35,35-44,Toshkent shahri,Sergeli,998978000000.0,dildora.zokiro18@yandex.ru,2024-10-17,22,O‘rta (1-3 yil),Aloqabank,Filial-057,Mass,O‘rta maxsus,O‘zini o‘zi band qilgan,Bo‘ydoq,8334461,Yuqori (7-15 mln),671,Yaxshi (650-749),7182601,Ha,34475498,Biznes krediti,20.8,60.0,6.9,Yo‘q,0,2,Iste’mol krediti,Uzcard,19,4278616,Faol,Ha,Yo‘q,2.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha,Past risk (Xavfsiz),104,Faol / Sodiq,Faol / Sodiq,1278148.4700000002,Platina (Tier 1)
UZB100453,Xolmatov Eldor,Erkak,1979-05-03,47,45-54,Toshkent shahri,Olmazor,998914000000.0,eldor.xolmat46@gmail.com,2024-08-09,24,O‘rta (1-3 yil),Davr bank,Filial-067,Mass,O‘rta,Qurilish,Bo‘ydoq,7815550,Yuqori (7-15 mln),697,Yaxshi (650-749),1710397,Ha,34015342,Mikroqarz,21.7,6.0,72.5,Yo‘q,0,3,Ipoteка,Mastercard Standard,9,2419874,Faol,Ha,Yo‘q,26.0,Raqamli,O‘rta,Rad etilgan,Yo‘q,0,Veb-sayt,Ha,Yuqori risk,105,Faol / Sodiq,Faol / Sodiq,915472.33,Oltin (Tier 2)
UZB101387,Axmedov Dilshod,Erkak,1977-09-29,48,45-54,Toshkent shahri,Yunusobod,998959000000.0,dilshod.axmedo89@mail.ru,2019-09-20,84,Uzoq muddatli (3+ yil),Aloqabank,Filial-034,Mass,O‘rta,Bank/Moliya,Uylangan/Turmushga chiqqan,6067254,O‘rta (3-7 mln),673,Yaxshi (650-749),9375026,Ha,34012915,Overdraft,28.9,60.0,9.3,Yo‘q,0,2,Muddatli depozit,Visa Gold,21,3733994,Juda faol,Ha,Ha,13.0,Raqamli,Past,Rad etilgan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),106,Faol / Sodiq,Faol / Sodiq,1150156.58,Platina (Tier 1)
UZB100978,Sultonov Aziz,Erkak,1986-10-30,39,35-44,Toshkent shahri,Uchtepa,998958000000.0,aziz.sulton19@yandex.ru,2022-12-12,45,Uzoq muddatli (3+ yil),InFinBank,Filial-035,Retail,O‘rta,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,13609230,Yuqori (7-15 mln),686,Yaxshi (650-749),2539059,Ha,33938437,Mikroqarz,24.8,36.0,6.9,Yo‘q,0,6,Biznes krediti,Mastercard Standard,4,2215980,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Tasdiqlangan,Yo‘q,0,Agent,Ha,Past risk (Xavfsiz),107,Faol / Sodiq,Faol / Sodiq,1532195.55,Platina (Tier 1)
UZB103635,Xolmatova To‘lganoy,Ayol,1980-10-11,45,45-54,Toshkent shahri,Uchtepa,999000000000.0,to‘lganoy.xolmat67@umail.uz,2019-03-04,91,Uzoq muddatli (3+ yil),Milliy bank,Filial-034,Mass,Magistr,Turizm,Uylangan/Turmushga chiqqan,19310019,Juda yuqori (15+ mln),682,Yaxshi (650-749),1534013,Ha,33364207,Mikroqarz,26.3,48.0,3.6,Yo‘q,0,2,Mikroqarz,Mastercard Gold,11,11570993,Faol,Ha,Yo‘q,4.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha,Past risk (Xavfsiz),108,Faol / Sodiq,Faol / Sodiq,2239122.41,Platina (Tier 1)
UZB102102,Karimov Kamol,Erkak,1996-08-17,30,25-34,Toshkent shahri,Sergeli,998939000000.0,kamol.karimo74@umail.uz,2024-03-27,29,O‘rta (1-3 yil),Qishloq qurilish bank,Filial-031,Retail,O‘rta,Energetika,Bo‘ydoq,7641801,Yuqori (7-15 mln),516,O‘rta (500-649),3269852,Ha,32721470,Overdraft,27.5,12.0,35.7,Ha,13152726,2,Iste’mol krediti,UnionPay,6,1686707,O‘rtacha,Yo‘q,Ha,12.0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha,O'rtacha risk,109,Faol / Sodiq,Faol / Sodiq,961406.8400000001,Oltin (Tier 2)
UZB102232,Rasulov Rustam,Erkak,1985-09-16,40,35-44,Toshkent shahri,Olmazor,998938000000.0,rustam.rasulo38@umail.uz,2023-10-22,34,O‘rta (1-3 yil),Trastbank,Filial-010,VIP,Oliy,Qurilish,Uylangan/Turmushga chiqqan,3148241,O‘rta (3-7 mln),569,O‘rta (500-649),1547949,Ha,32662035,Ipoteка,26.0,60.0,17.3,Ha,1012467,1,Overdraft,Mastercard Gold,10,433112,Faol,Ha,Ha,7.0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),110,Faol / Sodiq,Faol / Sodiq,400883.79000000004,Oddiy (Tier 3)
UZB103288,Toshmatov Dilshod,Erkak,1959-11-30,66,55+,Toshkent shahri,Mirzo Ulug‘bek,998884000000.0,dilshod.toshma63@mail.ru,2021-02-25,66,Uzoq muddatli (3+ yil),Davr bank,Filial-020,SME,PhD,Ta’lim,Bo‘ydoq,10270702,Yuqori (7-15 mln),594,O‘rta (500-649),3090731,Ha,32471690,Iste’mol krediti,27.7,12.0,26.3,Yo‘q,0,3,Iste’mol krediti,Humo,14,7248316,Faol,Yo‘q,Yo‘q,,An’anaviy,Yuqori,Tasdiqlangan,Yo‘q,0,Partner,Ha,Past risk (Xavfsiz),111,Faol / Sodiq,Faol / Sodiq,1326573.07,Platina (Tier 1)
