mijoz_id,to'liq_ism,jinsi,tug'ilgan_sana,yoshi,Yosh_guruxi,viloyat,shahar_tuman,telefon,email,ro'yxatdan_o'tgan_sana,mijoz_staji_oy,Mijoz_staji_guruxi,bank,filial,mijoz_segmenti,ta'lim,kasb_sohasi,oilaviy_holat,o'rtacha_oylik_daromad_uzs,Daromad_guruxi,kredit_reytingi,Kredit_reytingi_guruxi,hisob_qoldig'i_uzs,kredit_mavjud,kredit_summasi_uzs,kredit_turi,yillik_foiz_stavkasi,kredit_muddati_oy,Kredit_yuklamasi_foiz,depozit_mavjud,depozit_summasi_uzs,mahsulotlar_soni,asosiy_mahsulot,karta_turi,oxirgi_oy_tranzaksiyalar_soni,oxirgi_oy_tranzaksiya_hajmi_uzs,Faollik_darajasi,mobil_ilova_foydalanadi,internet_banking,oxirgi_kirish_kunlari,Raqamli_mijoz,xavf_reytingi,kyc_status,muddati_o'tgan_qarz,muddati_o'tgan_kunlar,jalb_qilish_kanali,faol_mijoz
UZB102429,Hasanova Kamola,Ayol,5/24/1989,37,35-44,Namangan,Namangan shahri,998915000000.00,kamola.hasano50@mail.ru,5/27/2023,39,Uzoq muddatli (3+ yil),Aloqabank,Filial-001,Retail,O‘rta,Ta’lim,Uylangan/Turmushga chiqqan,1900424,Past (< 3 mln),621,O‘rta (500-649),476335,Ha,4476495,Overdraft,29.7,48,4.9,Yo‘q,0,4,Omonat,Uzcard,15,1886930,Faol,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB102430,Tursunova Aziza,Ayol,3/5/1987,39,35-44,Toshkent viloyati,Angren,998339000000.00,aziza.tursun87@umail.uz,8/28/2025,12,O‘rta (1-3 yil),Milliy bank,Filial-019,Retail,Magistr,Transport,Uylangan/Turmushga chiqqan,3031065,O‘rta (3-7 mln),600,O‘rta (500-649),6782195,Ha,32884115,Biznes krediti,22.6,24,45.2,Yo‘q,0,1,Overdraft,Visa Classic,17,7129295,Faol,Ha,Yo‘q,6,Raqamli,Past,Tasdiqlangan,Ha,19,Agent,Ha
UZB102431,Ergasheva Iqbol,Ayol,6/9/2002,24,18-24,Toshkent shahri,Chilonzor,998882000000.00,iqbol.ergash12@yandex.ru,10/25/2022,46,Uzoq muddatli (3+ yil),Agrobank,Filial-064,Retail,O‘rta,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,6639693,O‘rta (3-7 mln),583,O‘rta (500-649),1812652,Yo‘q,0,,,,0,Yo‘q,0,1,Kredit kartasi,UnionPay,9,685153,Faol,Yo‘q,Ha,1,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB102432,Saidov Ibrohim,Erkak,2/6/2003,23,18-24,Toshkent viloyati,Yangiyo‘l,998947000000.00,ibrohim.saidov20@umail.uz,4/7/2025,16,O‘rta (1-3 yil),Milliy bank,Filial-018,Retail,O‘rta,Davlat xizmati,Uylangan/Turmushga chiqqan,4849617,O‘rta (3-7 mln),615,O‘rta (500-649),6289237,Yo‘q,0,,,,0,Ha,4018448,4,Muddatli depozit,Humo,17,2407872,Faol,Ha,Yo‘q,3,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB102433,Ergasheva Oydin,Ayol,9/10/1974,51,45-54,Buxoro,G‘ijduvon,998955000000.00,oydin.ergash81@mail.ru,8/13/2026,0,Yangi (<1 yil),Hamkorbank,Filial-051,Corporate,Oliy,IT/Texnologiya,Uylangan/Turmushga chiqqan,5207165,O‘rta (3-7 mln),507,O‘rta (500-649),2210885,Yo‘q,0,,,,0,Yo‘q,0,2,Kredit kartasi,UnionPay,3,725962,O‘rtacha,Ha,Ha,6,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB102434,Mamatov Ulugbek,Erkak,3/2/1976,50,45-54,Navoiy,Uchquduq,998995000000.00,ulugbek.mamato64@umail.uz,10/24/2021,58,Uzoq muddatli (3+ yil),Milliy bank,Filial-004,Retail,Oliy,Xizmat ko‘rsatish,Beva,1500000,Past (< 3 mln),500,O‘rta (500-649),1629061,Yo‘q,0,,,,0,Yo‘q,0,2,Mikroqarz,Uzcard,10,1815298,Faol,Ha,Ha,4,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB102435,Hasanov Kamol,Erkak,5/21/1982,44,35-44,Buxoro,Buxoro shahri,998945000000.00,kamol.hasano14@yandex.ru,2/10/2023,43,Uzoq muddatli (3+ yil),Ipoteka-bank,Filial-075,Retail,Magistr,Xizmat ko‘rsatish,Ajrashgan,7766444,Yuqori (7-15 mln),562,O‘rta (500-649),11965261,Yo‘q,0,,,,0,Ha,6851258,3,Biznes krediti,UnionPay,12,682966,Faol,Yo‘q,Ha,2,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB102436,Abdullayeva Dildora,Ayol,3/1/1988,38,35-44,Toshkent shahri,Shayxontohur,998980000000.00,dildora.abdull95@yandex.ru,9/11/2023,36,Uzoq muddatli (3+ yil),Hamkorbank,Filial-021,Retail,Magistr,Qishloq xo‘jaligi,Uylangan/Turmushga chiqqan,7029610,Yuqori (7-15 mln),670,Yaxshi (650-749),8434619,Yo‘q,0,,,,0,Yo‘q,0,3,Overdraft,Visa Gold,15,2290557,Faol,Ha,Ha,3,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB102437,Ergasheva Lola,Ayol,9/12/1988,37,35-44,Andijon,Shahrixon,998938000000.00,lola.ergash66@yandex.ru,12/23/2020,69,Uzoq muddatli (3+ yil),Trastbank,Filial-018,VIP,Magistr,IT/Texnologiya,Uylangan/Turmushga chiqqan,8786747,Yuqori (7-15 mln),582,O‘rta (500-649),3617577,Yo‘q,0,,,,0,Ha,11606288,1,Kredit kartasi,Uzcard,9,2394748,Faol,Ha,Ha,5,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Veb-sayt,Ha
UZB102438,Yusupov Kamol,Erkak,1/18/1989,37,35-44,Qashqadaryo,Kitob,998946000000.00,kamol.yusupo68@umail.uz,1/31/2021,67,Uzoq muddatli (3+ yil),InFinBank,Filial-080,Retail,Oliy,Davlat xizmati,Uylangan/Turmushga chiqqan,1853406,Past (< 3 mln),678,Yaxshi (650-749),7830785,Yo‘q,0,,,,0,Yo‘q,0,2,Biznes krediti,Mastercard Standard,15,10763149,Faol,Yo‘q,Ha,49,Raqamli,Past,Qisman,Yo‘q,0,Filial,Ha
UZB102439,Normatova Gulnora,Ayol,6/24/1981,45,45-54,Toshkent shahri,Yunusobod,998946000000.00,gulnora.normat71@umail.uz,5/5/2022,52,Uzoq muddatli (3+ yil),Qishloq qurilish bank,Filial-028,Retail,Magistr,Qurilish,Uylangan/Turmushga chiqqan,2292218,Past (< 3 mln),598,O‘rta (500-649),1418781,Yo‘q,0,,,,0,Ha,4212995,1,Muddatli depozit,Visa Classic,2,147434,Past faol,Ha,Ha,21,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB102440,Olimova Nilufar,Ayol,1/27/2004,22,18-24,Jizzax,Zomin,998979000000.00,nilufar.olimov38@gmail.com,7/22/2023,37,Uzoq muddatli (3+ yil),Davr bank,Filial-063,Corporate,Bakalavr,Transport,Ajrashgan,7437668,Yuqori (7-15 mln),636,O‘rta (500-649),259834,Yo‘q,0,,,,0,Yo‘q,0,1,Mikroqarz,Mastercard Gold,8,1550867,Faol,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB102441,Tursunova Asal,Ayol,9/14/1971,54,45-54,Toshkent shahri,Sergeli,998992000000.00,asal.tursun22@yandex.ru,10/14/2022,47,Uzoq muddatli (3+ yil),Milliy bank,Filial-047,Corporate,Oliy,Sog‘liqni saqlash,Bo‘ydoq,3869098,O‘rta (3-7 mln),464,Yomon (<500),3364131,Ha,10018676,Overdraft,28.6,60,4.3,Yo‘q,0,5,Muddatli depozit,Uzcard,11,1055636,Faol,Ha,Ha,14,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB102442,Boboyeva Komila,Ayol,10/16/1962,63,55+,Toshkent shahri,Chilonzor,998914000000.00,komila.boboye63@inbox.uz,4/15/2025,16,O‘rta (1-3 yil),Universal bank,Filial-015,Retail,O‘rta maxsus,Ishlab chiqarish,Ajrashgan,2537132,Past (< 3 mln),709,Yaxshi (650-749),12281425,Ha,21829696,Ipoteка,31.7,60,14.3,Ha,1712224,2,Iste’mol krediti,Visa Gold,11,5448628,Faol,Ha,Yo‘q,1,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB102443,Ibragimov Sardor,Erkak,2/7/1984,42,35-44,Qashqadaryo,Guzor,998333000000.00,sardor.ibragi18@inbox.uz,6/6/2024,27,O‘rta (1-3 yil),Turonbank,Filial-058,Retail,O‘rta,Turizm,Uylangan/Turmushga chiqqan,1500000,Past (< 3 mln),652,Yaxshi (650-749),3984551,Ha,116240572,Ipoteка,29.4,24,322.9,Ha,872789,2,Avtokredit,Visa Gold,7,1686329,O‘rtacha,Ha,Ha,0,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB102444,Qodirov Farhod,Erkak,10/6/2003,22,18-24,Jizzax,G‘allaorol,998946000000.00,farhod.qodiro75@inbox.uz,11/17/2024,21,O‘rta (1-3 yil),Ipoteka-bank,Filial-042,Retail,O‘rta maxsus,Energetika,Uylangan/Turmushga chiqqan,1860578,Past (< 3 mln),595,O‘rta (500-649),91496,Yo‘q,0,,,,0,Ha,4382674,3,Ipoteка,Visa Gold,7,469705,O‘rtacha,Yo‘q,Ha,0,Raqamli,Past,Rad etilgan,Yo‘q,0,Filial,Ha
UZB102445,Juraev Bahrom,Erkak,8/3/1986,40,35-44,Toshkent viloyati,Nurafshon,998881000000.00,bahrom.juraev93@gmail.com,3/21/2024,29,O‘rta (1-3 yil),Anorbank,Filial-069,Mass,Oliy,Davlat xizmati,Bo‘ydoq,4390262,O‘rta (3-7 mln),784,A’lo (750+),3178668,Ha,39614955,Avtokredit,19.5,6,150.4,Yo‘q,0,3,Mikroqarz,Visa Classic,8,5065205,Faol,Yo‘q,Ha,11,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB102446,Olimov Rustam,Erkak,10/14/1987,38,35-44,Navoiy,Navoiy shahri,998947000000.00,rustam.olimov93@gmail.com,12/16/2021,57,Uzoq muddatli (3+ yil),Xalq banki,Filial-036,SME,O‘rta maxsus,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,5964758,O‘rta (3-7 mln),566,O‘rta (500-649),227656,Yo‘q,0,,,,0,Yo‘q,0,2,Omonat,Uzcard,8,3621934,Faol,Ha,Ha,6,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Filial,Ha
UZB102447,Ergasheva Dildora,Ayol,2/6/1982,44,35-44,Farg‘ona,Qo‘qon,998951000000.00,dildora.ergash69@mail.ru,1/30/2020,80,Uzoq muddatli (3+ yil),Kapitalbank,Filial-057,Corporate,Magistr,Turizm,Ajrashgan,7261817,Yuqori (7-15 mln),625,O‘rta (500-649),1584579,Ha,56912456,Overdraft,20.5,12,65.3,Yo‘q,0,3,Muddatli depozit,Visa Classic,9,4819755,Faol,Ha,Ha,1,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB102448,Xolmatova Fotima,Ayol,3/29/1983,43,35-44,Qoraqalpog‘iston,Nukus,998974000000.00,fotima.xolmat67@inbox.uz,5/8/2024,28,O‘rta (1-3 yil),Universal bank,Filial-037,Retail,O‘rta maxsus,Bank/Moliya,Bo‘ydoq,2881441,Past (< 3 mln),489,Yomon (<500),8729998,Ha,10338651,Mikroqarz,20,48,7.5,Yo‘q,0,2,Iste’mol krediti,Visa Gold,16,22388277,Faol,Ha,Yo‘q,5,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB102449,Normatov Jamshid,Erkak,11/7/1969,56,55+,Sirdaryo,Guliston,998910000000.00,jamshid.normat42@mail.ru,4/15/2022,53,Uzoq muddatli (3+ yil),Xalq banki,Filial-057,VIP,Bakalavr,Sog‘liqni saqlash,Uylangan/Turmushga chiqqan,4110249,O‘rta (3-7 mln),601,O‘rta (500-649),884683,Ha,23583344,Ipoteка,25.9,24,23.9,Ha,4880530,3,Omonat,Humo,7,1120772,O‘rtacha,Ha,Ha,30,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB102450,Yusupov Nodir,Erkak,11/25/1988,37,35-44,Samarqand,Urgut,998934000000.00,nodir.yusupo67@umail.uz,3/8/2024,30,O‘rta (1-3 yil),Trastbank,Filial-051,SME,Oliy,Ta’lim,Uylangan/Turmushga chiqqan,10741598,Yuqori (7-15 mln),850,A’lo (750+),19200899,Ha,8901726,Biznes krediti,22.8,24,3.5,Yo‘q,0,2,Ipoteка,Humo,15,2707159,Faol,Yo‘q,Yo‘q,,An’anaviy,Yuqori,Kutilmoqda,Yo‘q,0,Filial,Ha
UZB102451,Qodirova Fotima,Ayol,7/23/1993,33,25-34,Toshkent shahri,Mirzo Ulug‘bek,998902000000.00,fotima.qodiro49@gmail.com,1/8/2025,19,O‘rta (1-3 yil),Hamkorbank,Filial-028,SME,O‘rta maxsus,Davlat xizmati,Uylangan/Turmushga chiqqan,1726533,Past (< 3 mln),467,Yomon (<500),6075089,Yo‘q,0,,,,0,Yo‘q,0,2,Muddatli depozit,Visa Gold,14,9076129,Faol,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB102452,Normatova Laylo,Ayol,5/14/1992,34,25-34,Surxondaryo,Denov,998995000000.00,laylo.normat79@mail.ru,8/21/2019,85,Uzoq muddatli (3+ yil),Agrobank,Filial-049,Retail,O‘rta maxsus,Energetika,Uylangan/Turmushga chiqqan,2020005,Past (< 3 mln),430,Yomon (<500),612702,Yo‘q,0,,,,0,Yo‘q,0,1,Overdraft,Mastercard Standard,10,3249753,Faol,Ha,Ha,12,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB102453,Axmedova Zarina,Ayol,10/6/2002,23,18-24,Farg‘ona,Rishton,998956000000.00,zarina.axmedo50@yandex.ru,3/31/2022,53,Uzoq muddatli (3+ yil),Davr bank,Filial-021,SME,O‘rta,Ta’lim,Uylangan/Turmushga chiqqan,15915263,Juda yuqori (15+ mln),556,O‘rta (500-649),798594,Yo‘q,0,,,,0,Yo‘q,0,4,Overdraft,Mastercard Standard,9,4433488,Faol,Yo‘q,Ha,8,Raqamli,Past,Kutilmoqda,Yo‘q,0,Mobil ilova,Ha
UZB102454,Yusupov Dilshod,Erkak,1/5/1990,36,35-44,Farg‘ona,Rishton,998902000000.00,dilshod.yusupo22@yandex.ru,11/3/2022,46,Uzoq muddatli (3+ yil),Trastbank,Filial-015,Retail,Oliy,Xizmat ko‘rsatish,Bo‘ydoq,13181673,Yuqori (7-15 mln),850,A’lo (750+),541771,Ha,10165525,Biznes krediti,27.3,6,12.9,Yo‘q,0,1,Iste’mol krediti,UnionPay,9,1691511,Faol,Ha,Ha,2,Raqamli,Past,Qisman,Yo‘q,0,Call-center,Ha
UZB102455,Kamolov Lutfulla,Erkak,1/13/1992,34,25-34,Jizzax,G‘allaorol,998997000000.00,lutfulla.kamolo22@mail.ru,12/23/2024,20,O‘rta (1-3 yil),Qishloq qurilish bank,Filial-062,SME,Magistr,Turizm,Uylangan/Turmushga chiqqan,4437876,O‘rta (3-7 mln),575,O‘rta (500-649),2370449,Yo‘q,0,,,,0,Yo‘q,0,3,Plastik karta,Uzcard,6,3885410,O‘rtacha,Ha,Yo‘q,7,Raqamli,O‘rta,Kutilmoqda,Yo‘q,0,Agent,Ha
UZB102456,Karimova Feruza,Ayol,2/29/1972,54,45-54,Buxoro,Kogon,998978000000.00,feruza.karimo52@gmail.com,4/1/2026,4,Yangi (<1 yil),Xalq banki,Filial-069,Retail,O‘rta,Ta’lim,Bo‘ydoq,8903385,Yuqori (7-15 mln),604,O‘rta (500-649),1579530,Yo‘q,0,,,,0,Yo‘q,0,2,Plastik karta,UnionPay,9,4476738,Faol,Yo‘q,Ha,19,Raqamli,Juda yuqori,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB102457,Hasanov Otabek,Erkak,1/11/2002,24,18-24,Samarqand,Payariq,998955000000.00,otabek.hasano39@yandex.ru,9/11/2021,60,Uzoq muddatli (3+ yil),Trastbank,Filial-013,Retail,O‘rta,Xizmat ko‘rsatish,Bo‘ydoq,1500000,Past (< 3 mln),664,Yaxshi (650-749),589450,Yo‘q,0,,,,0,Yo‘q,0,1,Plastik karta,Mastercard Gold,4,837753,O‘rtacha,Ha,Ha,3,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB102458,Kamolov Rustam,Erkak,6/2/2000,26,25-34,Toshkent shahri,Yunusobod,998974000000.00,rustam.kamolo88@gmail.com,12/12/2025,8,Yangi (<1 yil),Tenge Bank,Filial-029,Retail,O‘rta,Turizm,Uylangan/Turmushga chiqqan,17142462,Juda yuqori (15+ mln),621,O‘rta (500-649),9214468,Yo‘q,0,,,,0,Yo‘q,0,3,Muddatli depozit,Visa Gold,19,3126907,Faol,Ha,Ha,0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB102459,Sultonova Gulchehra,Ayol,3/19/2004,22,18-24,Samarqand,Payariq,998332000000.00,gulchehra.sulton22@umail.uz,12/5/2023,33,O‘rta (1-3 yil),Trastbank,Filial-033,VIP,O‘rta,IT/Texnologiya,Uylangan/Turmushga chiqqan,2529078,Past (< 3 mln),829,A’lo (750+),820598,Yo‘q,0,,,,0,Yo‘q,0,2,Plastik karta,Visa Gold,12,5428336,Faol,Ha,Ha,34,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB102460,Aliyeva Bahora,Ayol,10/19/1969,56,55+,Namangan,Kosonsoy,998952000000.00,bahora.aliyev83@gmail.com,8/7/2025,12,O‘rta (1-3 yil),Turonbank,Filial-078,Retail,O‘rta maxsus,Energetika,Uylangan/Turmushga chiqqan,2823733,Past (< 3 mln),665,Yaxshi (650-749),3305020,Ha,28071523,Iste’mol krediti,19.8,24,41.4,Yo‘q,0,3,Omonat,Visa Classic,7,2529164,O‘rtacha,Ha,Ha,18,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB102461,Olimova Aziza,Ayol,10/30/1983,42,35-44,Toshkent viloyati,Angren,998949000000.00,aziza.olimov13@inbox.uz,5/6/2024,28,O‘rta (1-3 yil),Asaka bank,Filial-007,SME,O‘rta maxsus,Ishlab chiqarish,Uylangan/Turmushga chiqqan,2122650,Past (< 3 mln),541,O‘rta (500-649),364659,Yo‘q,0,,,,0,Yo‘q,0,5,Ipoteка,Mastercard Standard,8,2455420,Faol,Ha,Yo‘q,6,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB102462,Juraev Nodir,Erkak,1/26/1980,46,45-54,Xorazm,Urganch,998975000000.00,nodir.juraev95@inbox.uz,2/15/2021,67,Uzoq muddatli (3+ yil),InFinBank,Filial-023,Retail,Magistr,Bank/Moliya,Bo‘ydoq,13286659,Yuqori (7-15 mln),624,O‘rta (500-649),2387668,Ha,25657960,Iste’mol krediti,24.2,6,32.2,Ha,1710444,2,Muddatli depozit,Uzcard,5,3273405,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB102463,Kamolova Laylo,Ayol,6/2/1976,50,45-54,Qashqadaryo,Kitob,998907000000.00,laylo.kamolo44@mail.ru,3/21/2022,53,Uzoq muddatli (3+ yil),Tenge Bank,Filial-021,Retail,O‘rta maxsus,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,28868604,Juda yuqori (15+ mln),633,O‘rta (500-649),2959989,Yo‘q,0,,,,0,Yo‘q,0,2,Muddatli depozit,Mastercard Standard,6,488736,O‘rtacha,Ha,Ha,13,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB102464,Latipov Yusuf,Erkak,4/11/2004,22,18-24,Qashqadaryo,Kitob,998913000000.00,yusuf.latipo40@yandex.ru,8/4/2019,85,Uzoq muddatli (3+ yil),Agrobank,Filial-005,Retail,Magistr,Ta’lim,Bo‘ydoq,6694728,O‘rta (3-7 mln),627,O‘rta (500-649),1956697,Yo‘q,0,,,,0,Yo‘q,0,2,Iste’mol krediti,Mastercard Gold,11,7438599,Faol,Yo‘q,Ha,7,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB102465,Ergashev Otabek,Erkak,10/13/1984,41,35-44,Samarqand,Urgut,998882000000.00,otabek.ergash51@umail.uz,4/9/2020,77,Uzoq muddatli (3+ yil),Asaka bank,Filial-056,Retail,O‘rta,Sog‘liqni saqlash,Uylangan/Turmushga chiqqan,4546150,O‘rta (3-7 mln),636,O‘rta (500-649),1580638,Ha,9360781,Avtokredit,29.2,36,5.7,Ha,23474509,2,Mikroqarz,Mastercard Standard,13,6254966,Faol,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB102466,Toshmatova Kamola,Ayol,4/10/2003,23,18-24,Toshkent shahri,Uchtepa,998978000000.00,kamola.toshma15@gmail.com,9/3/2020,72,Uzoq muddatli (3+ yil),Qishloq qurilish bank,Filial-055,Retail,O‘rta,Energetika,Uylangan/Turmushga chiqqan,2601431,Past (< 3 mln),525,O‘rta (500-649),216388,Yo‘q,0,,,,0,Ha,1130640,2,Omonat,Mastercard Standard,6,3451804,O‘rtacha,Ha,Yo‘q,54,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB102467,Ibragimov Nodir,Erkak,2/9/2006,20,18-24,Samarqand,Kattaqo‘rg‘on,998943000000.00,nodir.ibragi58@gmail.com,6/29/2025,14,O‘rta (1-3 yil),Davr bank,Filial-070,Mass,O‘rta,Qurilish,Beva,4641639,O‘rta (3-7 mln),503,O‘rta (500-649),1915881,Yo‘q,0,,,,0,Yo‘q,0,5,Overdraft,Mastercard Gold,4,673091,O‘rtacha,Ha,Yo‘q,11,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB102468,Tursunova Gulnora,Ayol,3/11/1988,38,35-44,Qoraqalpog‘iston,Xo‘jayli,998949000000.00,gulnora.tursun20@umail.uz,9/11/2018,96,Uzoq muddatli (3+ yil),Aloqabank,Filial-071,Retail,O‘rta,Transport,Uylangan/Turmushga chiqqan,3183081,O‘rta (3-7 mln),542,O‘rta (500-649),5214540,Yo‘q,0,,,,0,Yo‘q,0,1,Mikroqarz,Visa Gold,21,12456307,Juda faol,Ha,Ha,73,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB102469,Sultonov Mirzo,Erkak,7/14/1976,50,45-54,Samarqand,Kattaqo‘rg‘on,998994000000.00,mirzo.sulton80@gmail.com,7/21/2020,74,Uzoq muddatli (3+ yil),Universal bank,Filial-080,Retail,O‘rta,IT/Texnologiya,Ajrashgan,10863263,Yuqori (7-15 mln),593,O‘rta (500-649),6046930,Ha,17670286,Ipoteка,18.8,24,6.8,Ha,5634840,2,Iste’mol krediti,Visa Classic,19,6709408,Faol,Ha,Yo‘q,0,Raqamli,Juda yuqori,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB102470,Abdullayev Karim,Erkak,3/28/2007,19,18-24,Toshkent viloyati,Yangiyo‘l,998914000000.00,karim.abdull39@mail.ru,6/16/2022,51,Uzoq muddatli (3+ yil),Xalq banki,Filial-058,VIP,O‘rta,Turizm,Uylangan/Turmushga chiqqan,8625190,Yuqori (7-15 mln),652,Yaxshi (650-749),781701,Yo‘q,0,,,,0,Yo‘q,0,5,Omonat,Mastercard Gold,7,1010883,O‘rtacha,Yo‘q,Ha,5,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB102471,Ismoilov Dilshod,Erkak,1/22/1979,47,45-54,Andijon,Asaka,998956000000.00,dilshod.ismoil70@yandex.ru,4/15/2019,89,Uzoq muddatli (3+ yil),Kapitalbank,Filial-071,VIP,Oliy,Turizm,Ajrashgan,4976931,O‘rta (3-7 mln),542,O‘rta (500-649),757871,Yo‘q,0,,,,0,Yo‘q,0,1,Mikroqarz,Mastercard Standard,16,1382195,Faol,Ha,Ha,21,Raqamli,O‘rta,Rad etilgan,Yo‘q,0,Filial,Ha
UZB102472,Ibragimov Laziz,Erkak,4/2/2006,20,18-24,Toshkent shahri,Mirzo Ulug‘bek,998938000000.00,laziz.ibragi81@mail.ru,8/10/2020,73,Uzoq muddatli (3+ yil),Aloqabank,Filial-031,Retail,O‘rta,Turizm,Bo‘ydoq,24079963,Juda yuqori (15+ mln),593,O‘rta (500-649),6617415,Ha,13017394,Ipoteка,28.5,48,1.1,Yo‘q,0,3,Muddatli depozit,Humo,19,27308065,Faol,Ha,Yo‘q,22,Raqamli,Yuqori,Rad etilgan,Yo‘q,0,Call-center,Ha
UZB102473,Saidov Erkin,Erkak,3/13/1980,46,45-54,Toshkent shahri,Chilonzor,998916000000.00,erkin.saidov78@gmail.com,8/10/2023,37,Uzoq muddatli (3+ yil),Tenge Bank,Filial-015,SME,Oliy,Turizm,Beva,4224443,O‘rta (3-7 mln),767,A’lo (750+),748404,Ha,20449122,Mikroqarz,30.5,36,13.4,Yo‘q,0,3,Mikroqarz,Mastercard Gold,8,4537021,Faol,Ha,Ha,4,Raqamli,Yuqori,Kutilmoqda,Yo‘q,0,Agent,Ha
UZB102474,Valiyev Jasur,Erkak,3/17/1990,36,35-44,Toshkent shahri,Shayxontohur,998335000000.00,jasur.valiye92@mail.ru,4/2/2025,17,O‘rta (1-3 yil),Ipoteka-bank,Filial-009,Mass,Oliy,Ishlab chiqarish,Bo‘ydoq,5893028,O‘rta (3-7 mln),667,Yaxshi (650-749),337211,Yo‘q,0,,,,0,Yo‘q,0,2,Muddatli depozit,Mastercard Gold,6,3814223,O‘rtacha,Yo‘q,Ha,0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB102475,Ergashev Laziz,Erkak,9/12/1969,56,55+,Namangan,Chortoq,998890000000.00,laziz.ergash40@gmail.com,11/2/2019,82,Uzoq muddatli (3+ yil),Aloqabank,Filial-080,VIP,O‘rta maxsus,Bank/Moliya,Uylangan/Turmushga chiqqan,5981080,O‘rta (3-7 mln),769,A’lo (750+),2776770,Yo‘q,0,,,,0,Yo‘q,0,3,Muddatli depozit,Humo,7,614786,O‘rtacha,Ha,Yo‘q,14,Raqamli,Past,Rad etilgan,Yo‘q,0,Veb-sayt,Ha
UZB102476,Qodirova Gulnora,Ayol,4/21/1998,28,25-34,Toshkent viloyati,Olmaliq,998959000000.00,gulnora.qodiro73@gmail.com,12/11/2018,93,Uzoq muddatli (3+ yil),Hamkorbank,Filial-028,SME,O‘rta,Ishlab chiqarish,Uylangan/Turmushga chiqqan,7973987,Yuqori (7-15 mln),510,O‘rta (500-649),6041226,Ha,9170364,Iste’mol krediti,26.4,6,19.2,Yo‘q,0,2,Plastik karta,Uzcard,22,2324847,Juda faol,Ha,Yo‘q,4,Raqamli,Past,Rad etilgan,Yo‘q,0,Call-center,Ha
